"Text";"User";"Timestamp";"Nshares";"Nlikes";"Nfriends";"Ncomments";"Replytoauthor"
"

Ed:
I am starting options on EOL in about two weeks.  As we discussed earlier, I 
don't have the appropriate manpower to run this in certain circumstances, 
such as when I'm out of the office.  As such, I'd like to bring in John 
Griffith for anohter round of interviews for an options trading role with 
your permission.  
John";"-mcmichael";978385390000;0;0;0;0;"john-arnold
"
"

you must bet sugar and orange bowls




John J Lavorato@ENRON
01/02/2001 07:25 AM
To: John Arnold/HOU/ECT@ECT
cc:  
Subject: 

current including tb -500 equals 4170

";"hn-lavorato";978338170000;0;0;0;0;"john-arnold
"
"

i was thinking about 25.  i'll sell everything on access down 15




Mike Maggi@ENRON
01/01/2001 05:28 PM
To: John Arnold/HOU/ECT@ECT
cc:  
Subject: Re:  

15-25 lower

";"ke-maggi";978286210000;0;0;0;0;"john-arnold
"
"

i would have paid you in full Tueday morning and resigned my bookie 
services...




John J Lavorato@ENRON
12/31/2000 10:43 AM
To: John Arnold/HOU/ECT@ECT
cc:  
Subject: 

Almost pulled off the 4 tease yesterday.
I was robbed

Denver +3 350
Phili +3 350


";"hn-lavorato";978282910000;0;0;0;0;"john-arnold
"
"

i suck-hope youve made more money in natgas last 3 weeks than i have. mkt shud
be getting bearish feb forward-cuz we already have the weather upon us-fuel
switching and the rest shud invert the whole curve not just dec cash to jan 
and
feb forward???? have a good weekend john
";"hn-arnold";976196650000;0;0;0;0;"slafontaine-globalp-com
"
"

John,

Please be advised that effective Monday, December 4 you will need to access 
DynegyDirect with the following log in:

User ID:  JARNOLD
Password: enron1

Please note that these are case sensitive.

Your current log in will no longer be available on Monday.

Thank you,
Stephanie Sever x33465";"hn-arnold";975594910000;0;0;0;0;"stephanie-sever
"
"

Rob,
Per Jennifer Stewart Medcalf's request, attached are files containing Enron 
spends between $5MM-500K, for 1999 and Q1Q2 2000.





Colleen Koenig
Analyst
Global Strategic Sourcing
713.345.5326 ";"altiel";975849910000;0;0;0;0;"colleen-koenig
"
"

Lisa,
Barry Proud at ETOL in England is interested in setting-up a P-Card program 
at his facility.  Please contact Barry directly to initiate the program.

Regards,
Mike";"sa-herman-citicorp-com";976016590000;0;0;0;0;"michael-kushner
"
"

Sarah-Joy:

Here is the update from the conference I attended.  






I would like to put together a task force to address the Enron/Sonoco 
opportunities exclusive of what EES is doing and make the proposal to Sonoco 
before year end.


Regards,

Craig";"rah-joy-hunter";976036270000;0;0;0;0;"craig-brown
"
"

George,
Per Jennifer Medcalf's request, I am forwarding you the Enron organization 
and product/service charts. 

Colleen Koenig
Analyst
Global Strategic Sourcing
713.345.5326

";"roge-sayers";976110250000;0;0;0;0;"colleen-koenig
"
"

John:

Enron has a couple of suites reserved strictly for Enron use.  Each one holds 
21 people and the cost would be $2550 without food.  If we needed another 
suite then, Enron Field would charge us $100 per person as long as one of 
their suites is available.

-Ina";"hn-arnold";989322430000;0;0;0;0;"ina-rangel
"
"

The attached note lists conditions that can be used to verify that a given 
vol skew curve does not generate arbitrage opportunities in a strip of option 
prices.

If you have questions or want to discuss implementation, please give me a 
call.

Bob Lee
x35163 ";"ke-maggi";988712830000;0;0;0;0;"bob-lee
"
"

The report named: NG - PROPT P/L <http://trv.corp.enron.com/linkFromExcel.asp?report_cd=11&report_name=NG+-+PROPT+P/L&category_cd=5&category_name=FINANCIAL&toc_hide=1&sTV1=5&TV1Exp=Y&current_efct_date=10/08/2001>, published as of 10/08/2001 is now available for viewing on the website.";"hn-arnold";1002500290000;110;110;110;110;"errol-mclaughlin
"
"

Attached please find the following documents:


	 	 	 


Thank you,

Lydia Delgado

x3-9338";"-shankman";1002218170000;50;50;50;50;"lydia-delgado
"
"

713 557 3330

 -----Original Message-----
From: 	Salinas, Michael  
Sent:	Thursday, September 06, 2001 4:02 PM
To:	Arnold, John
Subject:	Cell

John,

Could I get your cell phone number?

Michael Salinas";"chael-salinas";999732970000;0;0;0;0;"john-arnold
"
"

it's an aquired taste


From:	Kim Ward/ENRON@enronXgate on 05/09/2001 02:25 PM
To:	John Arnold/HOU/ECT@ECT
cc:	 
Subject:	

those things are TERRIBLE!!!!

";"m-ward";989373910000;0;0;0;0;"john-arnold
"
"

is that with or without two snoozes?


From:	Kim Ward/ENRON@enronXgate on 05/08/2001 01:24 PM
To:	John Arnold/HOU/ECT@ECT
cc:	 
Subject:	RE:  

and get up at 5:07 a.m.?


 -----Original Message-----
From: 	Arnold, John  
Sent:	Tuesday, May 08, 2001 1:07 PM
To:	Ward, Kim S.
Subject:	 

wanna get sauced after work?

";"m-ward";989285350000;0;0;0;0;"john-arnold
"
"

only if you promise to post regular updates on the trucking market.  

call chris gaskill to get the password.  


From:	Matthew Arnold/ENRON@enronXgate on 05/04/2001 10:22 AM
To:	John Arnold/HOU/ECT@ECT
cc:	 
Subject:	

	sign me up for the gas message board

";"tthew-arnold";988927570000;0;0;0;0;"john-arnold
"
"

absolutely...though i'm not sure how you do it.  call chris gaskill and he should be abl to help.


From:	Kevin McGowan/ENRON@enronXgate on 05/04/2001 09:33 AM
To:	John Arnold/HOU/ECT@ECT
cc:	 
Subject:	

John,

Could I get access to the gas message board?

KJM

";"vin-mcgowan";988924510000;0;0;0;0;"john-arnold
"
"

Stranger:
Any interest in getting a drink or dinner Tuesday?  havent seen you in forever.";"rgaret-allen";988621690000;0;0;0;0;"john-arnold
"
"

Folks:

Attached is an updated testing script for your benefit.  Please feel free to 
add additional steps if I have missed anything to this list.  Thanks.  SR:-)
";"rry-arora";975850330000;90;90;90;90;"suresh-raghavan
"
"

here's the 2000 deals summary sheet that I had put together last week.  ";"rry-arora";975954250000;0;0;0;0;"jeff-bartlett
"
"

Hi Harry, thank you for sending us Linda Wolf's resume.    We are considering 
her for our Administrative openings in Wholesale Services and one of our 
recruiters will be in contact with her.

Thanks, Debi Vanwey
x39300";"rry-arora";976122490000;0;0;0;0;"debi-vanwey
"
"

01.01.01 heralds the actual millenium. A unique date to be repeated only  
after 1000 years !
?
?
Here's hoping that the millenium showers health, wealth & hapiness in  all 
extremes on you & your family & makes the world a great place to  live.
?
?
best regards,
?
?
MUKUL-JAYSHREE";"rora-ect-enron-com";978299290000;0;0;0;0;"advapl-vsnl-com
"
"

Your eRequest's password is 6783
To use this password, go to the eRequest website and click on non-Corp logon.
Put in your email address and the password above and click Log In, and you 
will log into eRequest.";"rry-arora";978861430000;0;0;0;0;"erequest
"
"

That sounds good.


Harry



From: Saji John@ENRON COMMUNICATIONS on 02/07/2001 10:39 AM
To: Harry Arora/HOU/ECT@ECT
cc:  

Subject: Meeting on RSL Capacity Auctions

Harry,

How about meeting today between 2:00PM and 3:00PM.

Thanks

Saji John

";"ji-john";981458950000;0;0;0;0;"harry-arora
"
"

Rob


Find enclosed the business plan and the valuation model for DealBench.  Feel 
free to call me with questions.






Harry Arora";"bert-saltiel";981484270000;0;0;0;0;"harry-arora
"
"

I thought this updated comparison might be useful to you.

";"guel-vasquez";975602350000;30;30;30;30;"kristi-demaiolo
"
"

Final version for tomorrow's presentation

Regards,

Leonardo Pacheco

 ";"rry-arora";981520810000;0;0;0;0;"leonardo-pacheco
"
"

sue,
 can you give me the conf. call number and pass code? also, setting up a 
system to send text messages, let me know your cell and pager numbers. thanks.

bob";"san-mara";962802790000;0;0;0;0;"robert-badeer
"
"

Market Participants:

The ISO has posted on its web site an Executive Summary of Stakeholders'
comments as well as a compilation of all comments received in prior to the
August 1 ISO Governing Board meeting.  You can view these documents at
http://www.caiso.com/clientserv/congestionreform.html



Regards,
Byron Woertz
Director, Client Relations
";"participants-caiso-com";965663590000;0;0;0;0;"cgrant-caiso-com
"
"

Attached is some good advice from Den Colin Powell that I thought I would
share.  I hope you find it as impactful as I did.

Cheers,
Casey Jones
Mercator Partners, LLC
89 Thoreau Street
Concord, MA 01742
+1 (978) 318-9696 (office)
+1 (978) 318-9797 (fax)
+1 (978) 394-2110 (mobile)



 - att1.htm
 - Casey Jones.vcf
 - Powell on Leadership.pps";"omberg-cgalaska-uscg-mil";960339370000;510;510;510;510;"casey-mercatorpartners-com
"
"

Market Participants:

Attached you will find the preliminary finding regarding the May 22nd Stage
2 System Emergency.

Don Fuller
Director, Client Relations

Sent on behalf of Don Fuller by Alice Leonard

Alice Leonard
Client Relations
(916) 608-7059
aleonard@caiso.com


 <<Emergency MM2.doc>>

 - Emergency MM2.doc";"rketparticipants-caiso-com";960218590000;0;0;0;0;"aleonard-caiso-com
"
"

Can you please grant access to Robert Badeer for TAGG/ERMS.  We need to get him access to TDS and this requires a TAGG login.  Bob will be trading on the NW desk under Mike Grigsby effective Monday March 11th.  Can you please process this request by tomorrow.  Please let me know if you have any questions.  Thanks.
PL";"nagement-ubsw";1015443190000;0;0;0;0;"m--love
"
"

I am out of the office until Monday 11th June 2001.  If you need to contact 
me urgently please contact my assistant, Tracey Belbin, on 020 7783 34028.

Thanks

Thanks";"san-bailey";991878610000;0;0;0;0;"cindy-buckley
"
"

Hello,

Here is a spreadsheet from the confirmations group of all financial trades 
between ENA and this entity that have ever been entered into.

Let me know what you think.

brant
";"ank-sayre";991739830000;10;10;10;10;"brant-reves
"
"

i didn't go either - today is legs and lower abs.  i'll probably go after 
work if i can.





Benjamin Markey
02/08/2000 03:21 PM
To: Eric Bass/HOU/ECT
cc:  
Subject: 

I didn't skip today.  I got tied up, I'm going after work, is it bi's tri's 
and lower abs?
3 or 4 sets per exercise?  Gotta straighten me out...

";"njamin-markey";949939570000;0;0;0;0;"eric-bass
"
"

Effective date of your current rotation           8/24/98
Current business unit name                                ENA
Company number or GL                                      413
RC# or CC#          1638
Supervisor name         Brenda Herod
Supervisor's Assistant's name                         Yvette Connevey 
Assistant's Phone        35953";"ndall-martin";949855150000;0;0;0;0;"eric-bass
"
"

Someone I know just put in a bid on priceline for a long weekend in colorado 
and got tickets for $185 RT.  If we get enough people together and everyone 
is flexible we could use priceline.

-e";"sa-gillette";949849030000;0;0;0;0;"eric-bass
"
"

Have you bought any new DVD's recently?  If so, which ones?";"son-bass2-compaq-com";976103770000;0;0;0;0;"eric-bass
"
"

Could you please add Kyle Etter and Victor Guggenheim to all future social 
club events?


Thanks,

Eric";"sa-gillette";949576990000;10;10;10;10;"eric-bass
"
"

Hey Danny,

Here is a prospective roster for Flag Football.  All are Enron employees.


Eric Bass
Brian Hoskins
Tim Blanchard
Matt Lenhart
Luis Mena
Jeff Gossett
Ken Shulklapper
Amir Ahanchian
Nick Hiemstra

Can you tell us what night the games will be on?

When do you need the due?


Thanks,

Eric
x3-0977";"nny-campbell";949573630000;0;0;0;0;"eric-bass
"
"

Imelda,

Could you please re-map HPL meter #0073 to the IF-HPL/Shpchan mid market 
curve.  Please keep all other mappings for this zone and point the same.  


Thanks,

Eric
x3-0977";"elda-frayre";949396330000;0;0;0;0;"eric-bass
"
"

i live downtown - so it would probably be quicker if i mailed it




DASPARADO@aol.com on 02/01/2000 11:09:32 PM
To: Eric Bass/HOU/ECT@ECT
cc:  
Subject: Re: FFL



Where do you live now, i can probably come and get it if thats cool, if not
ill send you my adress after you respond.
Thanks alot
Scott

";"sparado-aol-com";949396210000;0;0;0;0;"eric-bass
"
"

Gary,

What is the market for IAH Jan-Mar HDD swaps (we are looking to BUY)?  How 
does this compare to the 30 yr avg?

Thanks for your help.


Eric
x3-0977";"ry-taylor";976036270000;0;0;0;0;"eric-bass
"
"

check out www.hlsr.com
see what you want to see




Matthew Lenhart
02/01/2000 04:05 PM
To: Eric Bass/HOU/ECT@ECT
cc:  
Subject: Re: Rodeo tickets  

oh yeah.  lets get tickets to the day shit with the bbq's and beer.

";"tthew-lenhart";949339450000;0;0;0;0;"eric-bass
"
"

check the website and see who you want to see.

www.hlsr.com";"mothy-blanchard";949339210000;0;0;0;0;"eric-bass
"
"

no gravy - ice wants to go to a day show though.

maybe robert earl keen


   
	Enron North America Corp.
	
	From:  Timothy Blanchard @ EES                           02/01/2000 04:13 PM
	

To: Eric Bass/HOU/ECT@ECT
cc:  
Subject: Re: Rodeo tickets  

why, you got gravy?

";"mothy-blanchard";949338670000;0;0;0;0;"eric-bass
"
"

what is your address?  I will send what I have collected!

Eric




DASPARADO@aol.com on 02/01/2000 02:24:44 PM
To: Eric Bass/HOU/ECT@ECT
cc:  
Subject: FFL



Jason was telling me you had a check for me?  Was wondering when your giving
the payouts, need money man, rents coming up fast;)

Scott

";"sparado-aol-com";949331950000;0;0;0;0;"eric-bass
"
"

Your mom is so fat that God said Let there be light, right after she moved 
her fat ass.";"ctor-campos";976034350000;0;0;0;0;"eric-bass
"
"

Dan,

Sorry to keep bothering you, but does what we talked about earlier pertain to 
EOL trades as well given the language in those contracts, i.e. requiring 
outside parties to honor contracts if they claim force majeure?


Thanks,

Eric
x3-0977";"n-hyvl";976025710000;0;0;0;0;"eric-bass
"
"

ST- Trading (Martin)                 $26,045,166
Storage (Schwieger)                   $8,566,895 
Transport (Gottlob)                      $19,858,000
Firm Trading (McClendon)       $(1,884,668)
Gas Daily                                       $(522,922)

";"ckie-nelson";947179390000;0;0;0;0;"eric-bass
"
"

I see!! 
It's no longer worth!  Besides, I had the last laugh when you had your 
cosmopolitan last night!

e


   
	Enron North America Corp.
	
	From:  Lisa Gillette                           01/07/2000 01:47 PM
	

To: Eric Bass/HOU/ECT@ECT
cc:  
Subject: HELLO?

What - no response to your ranking yet?!

";"sa-gillette";947169370000;0;0;0;0;"eric-bass
"
"

I think I sent this to the worng e-mail address the first time(selliott 
rather than shelliott), but we are going to Woody's tonight if you want to 
join us.

-E";"elliott-dttus-com";947087290000;0;0;0;0;"eric-bass
"
"

We are going to Woody's tonight if you are interested.


-e";"lliott-dttus-com";947087110000;0;0;0;0;"eric-bass
"
"

---------------------- Forwarded by Eric Bass/HOU/ECT on 01/06/2000 02:17 PM 
---------------------------
From: Lenine Jeganathan on 01/06/2000 10:20 AM
To: Eric Bass/HOU/ECT@ECT
cc:  
Subject: follow thi link

http://www.altavista.com/cgi-bin/query?pg=q&sc=on&q=register+domain&kl=XX&styp
e=stext
";"yan-hull";947084170000;0;0;0;0;"eric-bass
"
"

---------------------- Forwarded by Eric Bass/HOU/ECT on 01/06/2000 10:29 AM 
---------------------------
To: Eric Bass/HOU/ECT@ECT
cc:  
Subject: follow thi link

http://www.altavista.com/cgi-bin/query?pg=q&sc=on&q=register+domain&kl=XX&styp
e=stext
";"chael-walters";947070550000;30;30;30;30;"eric-bass
"
